Nr.,Pardavimo s?skaitos data,Pardavimo s?skaitos serija,Kodas,Pavadinimas,Kiekis be mato,Matas,Kiekis,Pardavimo s?skaitos grup?,Pardavimo suma be PVM
961322.00,2018-11-16,AKU-1825337,A6110170060,+Tarpin? po purkštuku ,3.00,vnt.,3.00 vnt.,Vilniaus servisas,2.13
961328.00,2018-11-18,AKU-1825414,KX72D2,*Grubaus valymo kuro filtras MAHLE + DE126675,1.00,vnt.,1.00 vnt.,Vilniaus servisas,3.17
961340.00,2018-11-13,AKU-1825020,A0001400594,+Filtriukas ADBLUE,2.00,vnt.,2.00 vnt.,Šiauli? servisas,14.54
961486.00,2018-11-12,AKU-1824968,AL 12,Oro sausintuvo filtras MAHLE,1.00,vnt.,1.00 vnt.,Kauno servisas,12.13
961499.00,2018-11-13,AKU-1825022,LA 358 ,Salono filtras MAHLE,1.00,vnt.,1.00 vnt.,Kauno servisas,8.33
961535.00,2018-11-16,AKU-1825304,A0075424618,Išmetam?j? duj? temperat?ros daviklis B68,1.00,vnt.,1.00 vnt.,Šiauli? realizacija,123.44
961538.00,2018-11-16,AKU-1825337,A6119970745,Riebokšlis,1.00,vnt.,1.00 vnt.,Vilniaus servisas,2.93
961562.00,2018-11-15,AKU-1825161,A0018302820,Radiatorius salono,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,152.70
961565.00,2018-11-15,AKU-1825253,A0069976447,+Riebokšlis grei?i? d?ž?s cilindro 1735 ,1.00,vnt.,1.00 vnt.,Kauno servisas,22.20
961571.00,2018-11-15,AKU-1825253,A0209977848,Riebokšlis 0289972248 3x139.5,1.00,vnt.,1.00 vnt.,Kauno servisas,3.86
961577.00,2018-11-16,AKU-1825286,A2402701700,Vožtuvas,1.00,vnt.,1.00 vnt.,Kauno realizacija,48.67
961582.00,2018-11-16,AKU-1825348,A9418814701,Posparnis d.p.,1.00,vnt.,1.00 vnt.,Kauno realizacija,27.72
961591.00,2018-11-15,AKU-1825224,A9608851051,*Lankstas d.p. bamperio laiptelio vidinis,2.00,vnt.,2.00 vnt.,Klaip?dos realizacija,23.13
961592.00,2018-11-15,AKU-1825224,A9608851151,*Lankstas d.p. bamperio laiptelio išorinis,2.00,vnt.,2.00 vnt.,Klaip?dos realizacija,23.13
961598.00,2018-11-16,AKU-1825306,N000000005461,Kardano veržl?,3.00,vnt.,3.00 vnt.,Klaip?dos realizacija,6.94
961816.00,2018-11-13,AKU-1824988,N000000007630,S?varža 230-250mm (naudota),1.00,vnt.,1.00 vnt.,Kauno servisas,0.65
961884.00,2018-11-12,DKS-0008097,40113,Kuro priedas,1.00,vnt.,1.00 vnt.,Vilniaus realizacija,8.11
961925.00,2018-11-13,AKU-1824991,KNIEDE,Knied? BERNER,6.00,vnt.,6.00 vnt.,Kauno servisas,1.73
961926.00,2018-11-13,AKU-1824991,8818,Poveržl? M5 plati BERNER,6.00,vnt.,6.00 vnt.,Kauno servisas,0.60
961954.00,2018-11-14,AKU-1825132,21001663,Žibintas pr. k.p.,1.00,vnt.,1.00 vnt.,Kauno servisas,115.60
961956.00,2018-11-14,AKU-1825132,20453627,Žibinto korpusas k.p.,1.00,vnt.,1.00 vnt.,Kauno servisas,82.00
961957.00,2018-11-14,AKU-1825132,20452886C,Žibinto apdaila k.p.,1.00,vnt.,1.00 vnt.,Kauno servisas,43.44
961961.00,2018-11-14,AKU-1825132,20425418,Korpusas žibinto k.p.,1.00,vnt.,1.00 vnt.,Kauno servisas,10.42
961962.00,2018-11-14,AKU-1825132,20529741,Bamperio kampas k.p.,1.00,vnt.,1.00 vnt.,Kauno servisas,17.24
961963.00,2018-11-14,AKU-1825132,20467037,Dur? apatin? dalis k.p.,1.00,vnt.,1.00 vnt.,Kauno servisas,96.02
961964.00,2018-11-14,AKU-1825132,20452847C,R?melis žibinto k.p.,1.00,vnt.,1.00 vnt.,Kauno servisas,15.00
961965.00,2018-11-14,AKU-1825132,20379175,Kabinos kampinis sparnas,1.00,vnt.,1.00 vnt.,Kauno servisas,73.85
961966.00,2018-11-14,AKU-1825132,20409874Q,Pos?kis k.p. FH12 02>,1.00,vnt.,1.00 vnt.,Kauno servisas,14.48
961971.00,2018-11-14,AKU-1825112,A2465410905,Dangtelis,1.00,vnt.,1.00 vnt.,Šiauli? realizacija,2.08
962011.00,2018-11-16,AKU-1825335,KL5-20,!Lang? plovimo skystis žieminis. -21C  5L,1.00,vnt.,1.00 vnt.,Kauno realizacija,2.07
962046.00,2018-11-16,AKU-1825295,005WN0900,St?muoklin? grup? MAHLE,6.00,vnt.,6.00 vnt.,Šiauli? servisas,2364.99
962095.00,2018-11-13,AKU-1825054,0558 198 006,Kontaktas 0.5-1.0 mm2 MCP2.8 2.8x0.8mm WURTH,4.00,vnt.,4.00 vnt.,Klaip?dos servisas,3.88
962102.00,2018-11-15,AKU-1825237,N000000005915,Veržl? M24x1.5 siaura,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,0.99
962119.00,2018-11-18,AKU-1825430,A0109815625,Smagra?io guolis ACTROS,1.00,vnt.,1.00 vnt.,Vilniaus servisas,40.43
962124.00,2018-11-18,AKU-1825418,KX72D2,*Grubaus valymo kuro filtras MAHLE + DE126675,1.00,vnt.,1.00 vnt.,Vilniaus servisas,3.47
962175.00,2018-11-14,AKU-1825106,A0008246849,Dangtelis valytuv? kojel?s k.p./d.p. MP4,1.00,vnt.,1.00 vnt.,Vilniaus realizacija,2.26
962194.00,2018-11-16,AKU-1825325,A0000901551,Kuro filtras 904LA,1.00,vnt.,1.00 vnt.,Kauno servisas,14.87
962214.00,2018-11-14,AKU-1825102,A6420980037,Žarna,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,3.98
962437.00,2018-11-13,AKU-1824991,1021344,Vyris SCHIMTZ,1.00,vnt.,1.00 vnt.,Kauno servisas,12.29
962517.00,2018-11-14,AKU-1825135,KTF249,Kabina DAF5 Comfort/ Space Cab  (naudota),1.00,vnt.,1.00 vnt.,Kauno realizacija,650.00
962536.00,2018-11-15,AKU-1825265,TSA.84.2,Per?jimas M16->M22 TRUCKTECHNIK,2.00,vnt.,2.00 vnt.,Kauno servisas,9.31
962537.00,2018-11-15,AKU-1825265,076.235-00A,Sandarinimo žiedas 22mm PE,2.00,vnt.,2.00 vnt.,Kauno servisas,1.34
962563.00,2018-11-13,AKU-1825017,A0039805464,Spoilerio amortizatorius MP4,2.00,vnt.,2.00 vnt.,Klaip?dos realizacija,20.36
962570.00,2018-11-13,AKU-1825027,TE10W40MOBILXHP,Alyva variklin? Delvac XHP ESP 10w-40 MOBIL 208L.,15.50,l.,15.50 l.,Vilniaus servisas,54.25
962582.00,2018-11-16,AKU-1825349,L64215,Lemput? H7 24V 70W OSRAM,2.00,vnt.,2.00 vnt.,Šiauli? servisas,12.50
962587.00,2018-11-13,AKU-1825022,076.249-00A,Kondensato išleidimo vožtuvas PE,1.00,vnt.,1.00 vnt.,Kauno servisas,1.50
962592.00,2018-11-16,AKU-1825325,14708,Stabdži? suporto kreipian?i?j? RMK TTT,1.00,vnt.,1.00 vnt.,Kauno servisas,8.50
962597.00,2018-11-16,AKU-1825366,BB0026,Energoakumuliatorius 24/30 3G,1.00,vnt.,1.00 vnt.,Kauno servisas,39.33
962605.00,2018-11-12,AKU-1824960,46388,Išmetimo kolektoriaus smeig? OM611/612/646/651 FEBI,8.00,vnt.,8.00 vnt.,Vilniaus servisas,14.70
962653.00,2018-11-12,AKU-1824981,K00842,Stabilizatoriaus trauk? MEGA,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,25.70
962661.00,2018-11-14,AKU-1825082,TE10W40MOBILXHP,Alyva variklin? Delvac XHP ESP 10w-40 MOBIL 208L.,36.00,l.,36.00 l.,Kauno servisas,126.00
962662.00,2018-11-14,AKU-1825082,SUN1,Aušinimo skystis koncentruotas SUNOCO G11,8.00,l.,8.00 l.,Kauno servisas,26.86
962691.00,2018-11-13,AKU-1825040,A0065457714,Jungiklis,2.00,vnt.,2.00 vnt.,Vilniaus realizacija,485.11
962692.00,2018-11-13,AKU-1825040,A0005400290,Jungiklis,1.00,vnt.,1.00 vnt.,Vilniaus realizacija,318.84
962700.00,2018-11-12,AKU-1824825,0165421517,Daviklis,2.00,vnt.,2.00 vnt.,Šiauli? servisas,109.94
962717.00,2018-11-18,AKU-1825418,A0018217660,Pe?iuko varža AT46 (naudota),1.00,vnt.,1.00 vnt.,Vilniaus servisas,13.00
962745.00,2018-11-15,AKU-1825265,4.20299,Riebokšlis 145*175/205*18/20 DT,1.00,vnt.,1.00 vnt.,Kauno servisas,29.42
962749.00,2018-11-15,AKU-1825211,TE10W40MOBILXHP,Alyva variklin? Delvac XHP ESP 10w-40 MOBIL 208L.,35.00,l.,35.00 l.,Klaip?dos servisas,122.50
962750.00,2018-11-15,AKU-1825211,147707,Vario tepalas. aeroz. 400ml. BERNER,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,8.76
962751.00,2018-11-15,AKU-1825211,136228,Universalus valiklis BREMSENREINIGER,3.00,l.,3.00 l.,Klaip?dos servisas,7.38
962781.00,2018-11-12,AKU-1824981,04029,Rato veržl? M22 FEBI,2.00,vnt.,2.00 vnt.,Klaip?dos realizacija,1.92
962794.00,2018-11-15,AKU-1825260,KL5-20,!Lang? plovimo skystis žieminis. -21C  5L,2.00,vnt.,2.00 vnt.,Šiauli? realizacija,4.14
962805.00,2018-11-12,AKU-1824885,03966,Veržl? rato M18x1.5 FEBI,2.00,vnt.,2.00 vnt.,Vilniaus servisas,0.96
962815.00,2018-11-13,AKU-1825059,K00842,Stabilizatoriaus trauk? MEGA,1.00,vnt.,1.00 vnt.,Vilniaus servisas,21.22
962821.00,2018-11-16,AKU-1825308,A0001502336,Jungtis (naudotas),1.00,vnt.,1.00 vnt.,Vilniaus realizacija,8.00
962825.00,2018-11-14,AKU-1825126,720469,EPS daviklio jungtis 4 kont. 90*?,2.00,vnt.,2.00 vnt.,Šiauli? servisas,9.42
962837.00,2018-11-15,AKU-1825224,252113100100,Degiklis Airtronic D4 EBERSPACHER,2.00,vnt.,2.00 vnt.,Klaip?dos realizacija,172.00
962861.00,2018-11-13,AKU-1825024,A0014312486,Rankinio stabdžio guma,1.00,vnt.,1.00 vnt.,Vilniaus realizacija,21.31
962873.00,2018-11-13,AKU-1825009,915.213,Tarpin? ?siurbimo kolektoriaus ELRING,1.00,vnt.,1.00 vnt.,Kauno realizacija,1.32
962875.00,2018-11-13,AKU-1825009,815.187,Išmetimo kolektoriaus tarpin? ELRING,4.00,vnt.,4.00 vnt.,Kauno realizacija,2.31
962876.00,2018-11-13,AKU-1825009,325.155,Riebokšlis alk. veleno ELRING,1.00,vnt.,1.00 vnt.,Kauno realizacija,1.54
962877.00,2018-11-13,AKU-1825009,03020N0,St?moklio žied? kompl. STD MAHLE,1.00,kompl.,1.00 kompl.,Kauno realizacija,36.04
962880.00,2018-11-13,AKU-1825009,55433,Guolis ?tempimo RUVILLE,1.00,vnt.,1.00 vnt.,Kauno realizacija,16.33
962883.00,2018-11-13,AKU-1825009,VKM21131,Guolis ?tempimo SKF,1.00,vnt.,1.00 vnt.,Kauno realizacija,8.05
962888.00,2018-11-13,AKU-1825009,55441,Guolis ?tempimo RUVILLE,1.00,vnt.,1.00 vnt.,Kauno realizacija,7.47
962892.00,2018-11-13,AKU-1825009,55491,Guolis ?tempimo RUVILLE,1.00,vnt.,1.00 vnt.,Kauno realizacija,30.56
962894.00,2018-11-13,AKU-1825009,291364EGT,?temp?jas paskirstymo diržo EGT,1.00,vnt.,1.00 vnt.,Kauno realizacija,5.19
962897.00,2018-11-13,AKU-1825009,291529EGT,?temp?jas paskirstymo diržo EGT,1.00,vnt.,1.00 vnt.,Kauno realizacija,5.10
962899.00,2018-11-13,AKU-1825009,70-26058-00,Riebokšlis vožtuvo VICTOR REINZ,9.00,vnt.,9.00 vnt.,Kauno realizacija,2.15
962901.00,2018-11-13,AKU-1825009,HU 726/2 X,Alyvos filtras MANN,1.00,vnt.,1.00 vnt.,Kauno realizacija,3.82
962906.00,2018-11-13,AKU-1825009,61-31980-10,Tarpiklis cilindr? bloko VICTOR REINZ,1.00,vnt.,1.00 vnt.,Kauno realizacija,22.44
962910.00,2018-11-13,AKU-1825009,107 440,Tarpin? išmetimo kolektoriaus TOPRAN,1.00,vnt.,1.00 vnt.,Kauno realizacija,0.84
962912.00,2018-11-13,AKU-1825009,18778,Tarpiklis FEBI,1.00,vnt.,1.00 vnt.,Kauno realizacija,1.40
962928.00,2018-11-13,AKU-1825017,A96068441219F81,Kabinos laipto apdaila k.p.,2.00,vnt.,2.00 vnt.,Klaip?dos realizacija,41.69
962933.00,2018-11-13,AKU-1825022,076.176-10A,+Varžtas-akl? M16 PE,1.00,vnt.,1.00 vnt.,Kauno servisas,0.87
962936.00,2018-11-16,AKU-1825325,14708,Stabdži? suporto kreipian?i?j? RMK TTT,2.00,vnt.,2.00 vnt.,Kauno servisas,17.00
962958.00,2018-11-14,AKU-1825099,A1668841000,Dangtelis,1.00,vnt.,1.00 vnt.,Kauno realizacija,10.01
962995.00,2018-11-13,AKU-1825009,77213600,?d?klai švaistiklio KOLBENSCHMIDT,1.00,kompl.,1.00 kompl.,Kauno realizacija,8.83
963023.00,2018-11-13,AKU-1825052,A9418900070,Daiktad?ž?s troselis,1.00,vnt.,1.00 vnt.,Šiauli? realizacija,9.76
963043.00,2018-11-18,AKU-1825428,A4722021119,+Gen. diržo atraminis guolis,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,53.91
963051.00,2018-11-15,AKU-1825230,A0019807764,Amortizatorius šoninio spoilerio,1.00,vnt.,1.00 vnt.,Kauno realizacija,25.23
963062.00,2018-11-15,AKU-1825253,A0199970547,Pavar? d?ž?s riebokšlis 56x72-8+0209977848,1.00,vnt.,1.00 vnt.,Kauno servisas,10.41
963063.00,2018-11-15,AKU-1825253,A0199978348,Riebokšlis 4x13.8,1.00,vnt.,1.00 vnt.,Kauno servisas,2.03
963064.00,2018-11-15,AKU-1825253,A0229974248,Sandarinimo žiedas 55.6x3mm,1.00,vnt.,1.00 vnt.,Kauno servisas,4.65
963208.00,2018-11-14,AKU-1825082,A5410304437S,St?moklis E5 (naudotas),3.00,vnt.,3.00 vnt.,Kauno servisas,150.00
963214.00,2018-11-14,AKU-1825082,00526N0,St?moklio žied? kompl. EURO3/4/5 130mm (3T+3+4) 1st?m. MAHLE,1.00,kompl.,1.00 kompl.,Kauno servisas,26.15
963222.00,2018-11-12,AKU-1824825,A001989240313,Alyva vair stip.sank.pav.d?ž.PentCHF11 žalias MB 345.0 WDC166 stab. AKCIJA,1.50,vnt.,1.50 vnt.,Šiauli? servisas,28.94
963232.00,2018-11-15,AKU-1825265,016.204-10A,Spyruokl? kalad?li? gr?žinimo 28x4x232mm PE,1.00,vnt.,1.00 vnt.,Kauno servisas,1.52
963234.00,2018-11-14,AKU-1825082,A5410300820REST,Švaistiklis E5 RESTAURUOTAS (naudotas),6.00,vnt.,6.00 vnt.,Kauno servisas,300.00
963302.00,2018-11-12,AKU-1824825,9700514127,Sankabos stiprintuvas WABCO,1.00,vnt.,1.00 vnt.,Šiauli? servisas,242.62
963303.00,2018-11-18,AKU-1825431,A5410900151,!Filtras kuro ACTROS AKCIJA,1.00,vnt.,1.00 vnt.,Šiauli? servisas,14.98
963305.00,2018-11-18,AKU-1825431,A5411800209,!+Alyvos filtras ACTROS AKCIJA,1.00,vnt.,1.00 vnt.,Šiauli? servisas,16.90
963306.00,2018-11-18,AKU-1825406,991080,Sujungimas,1.00,vnt.,1.00 vnt.,Šiauli? servisas,12.28
963307.00,2018-11-18,AKU-1825406,13982,Oro pagalv? TRAILERLINE,1.00,vnt.,1.00 vnt.,Šiauli? servisas,52.68
963310.00,2018-11-17,DKS-0008119,252121990101,Žvak?s tinkliukas Hydronic I D5W I EBERSPACHER,1.00,vnt.,1.00 vnt.,Kauno realizacija,13.99
963311.00,2018-11-18,AKU-1825431,TE10W40MOBILPS,Alyva pusiau sintetin? Delvac MX EXTRA 10W40 MOBIL,36.00,l.,36.00 l.,Šiauli? servisas,111.24
963351.00,2018-11-15,AKU-1825211,001AS19623000,Alk?ninio veleno pusžiedži? kompl. MAHLE,1.00,kompl.,1.00 kompl.,Klaip?dos servisas,32.35
963352.00,2018-11-15,AKU-1825211,001HS19621000,Ind?klai pagrindiniai kompl. Actros STD MAHLE,1.00,kompl.,1.00 kompl.,Klaip?dos servisas,58.00
963358.00,2018-11-13,AKU-1825049,L5627,Lemput? 5W 24V su met. cokoliu OSRAM,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,0.48
963360.00,2018-11-18,AKU-1825418,AL 12,Oro sausintuvo filtras MAHLE,1.00,vnt.,1.00 vnt.,Vilniaus servisas,11.18
963363.00,2018-11-14,AKU-1825092,04029,Rato veržl? M22 FEBI,1.00,vnt.,1.00 vnt.,Vilniaus servisas,1.51
963387.00,2018-11-13,AKU-1825011,001HS19621000,Ind?klai pagrindiniai kompl. Actros STD MAHLE,2.00,kompl.,2.00 kompl.,Šiauli? realizacija,97.30
963388.00,2018-11-13,AKU-1825011,001PL19619000,Švaistiklinis ind?klas Actros STD 2vnt. MAHLE,4.00,vnt.,4.00 vnt.,Šiauli? realizacija,112.22
963391.00,2018-11-16,AKU-1825344,2520690100032,Tarpin? ventiliat. AIRTR. D2 EBERSPACHER,1.00,vnt.,1.00 vnt.,Šiauli? servisas,2.71
963396.00,2018-11-18,AKU-1825423,KX72D2,*Grubaus valymo kuro filtras MAHLE + DE126675,1.00,vnt.,1.00 vnt.,Šiauli? servisas,4.23
963404.00,2018-11-15,AKU-1825211,0046700,St?moklis kompl. su žiedais EURO 4/5 (be gilz?s) MAHLE,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,195.57
963407.00,2018-11-15,AKU-1825211,12200,Galvut?s varžtas FEBI,8.00,vnt.,8.00 vnt.,Klaip?dos servisas,27.11
963408.00,2018-11-15,AKU-1825211,A5410110559,Ugnies žiedas Euro5,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,25.13
963413.00,2018-11-13,AKU-1825009,081149000,Žiedai GOE,1.00,vnt.,1.00 vnt.,Kauno realizacija,11.16
963419.00,2018-11-15,AKU-1825265,A0139973546,Riebokšlis 145x175x15 +A0159974947,1.00,vnt.,1.00 vnt.,Kauno servisas,72.71
963420.00,2018-11-15,AKU-1825211,001PL19619000,Švaistiklinis ind?klas Actros STD 2vnt. MAHLE,2.00,vnt.,2.00 vnt.,Klaip?dos servisas,64.63
963437.00,2018-11-15,AKU-1825265,011.094-00A,Riebokšlio apsauga PE,1.00,vnt.,1.00 vnt.,Kauno servisas,1.89
963438.00,2018-11-15,AKU-1825265,016.114-00A,Stabdži? kalad?l?s ritin?lis PE,2.00,vnt.,2.00 vnt.,Kauno servisas,21.02
963439.00,2018-11-15,AKU-1825265,010.597,Stabdži? kalad?li? montavimo komplektas SAMPA,2.00,vnt.,2.00 vnt.,Kauno servisas,26.75
963440.00,2018-11-15,AKU-1825265,170237,Gruntas pilkas 500ml. BERNER,1.00,vnt.,1.00 vnt.,Kauno servisas,9.52
963492.00,2018-11-15,AKU-1825265,19496 11230,Stabdži? kalad?li? antd?klai JURID,1.00,vnt.,1.00 vnt.,Kauno servisas,70.56
963495.00,2018-11-15,AKU-1825211,02-04-02-0151,+Galvut?s tarpin? kompl. VIKTOR REINZ ,3.00,vnt.,3.00 vnt.,Klaip?dos servisas,133.47
963497.00,2018-11-15,AKU-1825265,08008,+Šonin?s pavaros sand. guma FEBI,2.00,vnt.,2.00 vnt.,Kauno servisas,1.88
963499.00,2018-11-15,AKU-1825265,016.114-00A,Stabdži? kalad?l?s ritin?lis PE,2.00,vnt.,2.00 vnt.,Kauno servisas,21.02
963510.00,2018-11-12,AKU-1824825,MKG23852.1.1,Cilindras sankabos pagrindinis FAG/FTE,1.00,vnt.,1.00 vnt.,Šiauli? servisas,84.97
963511.00,2018-11-18,AKU-1825431,A0119973147,Riebokšlis gal. flanšo,1.00,vnt.,1.00 vnt.,Šiauli? servisas,42.97
963512.00,2018-11-18,AKU-1825431,GSKFKB0003,Guolis SKF,1.00,vnt.,1.00 vnt.,Šiauli? servisas,17.19
963513.00,2018-11-12,AKU-1824825,11768 01,Skersin? vairo trauk? LM,1.00,vnt.,1.00 vnt.,Šiauli? servisas,157.35
963514.00,2018-11-18,AKU-1825431,A0189972448,Riebokšlis 89.5x2.5mm,1.00,vnt.,1.00 vnt.,Šiauli? servisas,5.19
963515.00,2018-11-18,AKU-1825431,4.10420,Vairo stiprintuvo sistemos žarna DT,1.00,vnt.,1.00 vnt.,Šiauli? servisas,11.53
963516.00,2018-11-18,AKU-1825431,4.80454,Žarna DT,1.00,vnt.,1.00 vnt.,Šiauli? servisas,7.09
963520.00,2018-11-12,AKU-1824825,010.600,Stabdži? kalad?li? piršt? RMK SAMPA,2.00,vnt.,2.00 vnt.,Šiauli? servisas,50.78
963521.00,2018-11-12,AKU-1824825,31172002800,B?gnas stabdži? WINKLER,2.00,vnt.,2.00 vnt.,Šiauli? servisas,251.06
963523.00,2018-11-12,AKU-1824825,010.600,Stabdži? kalad?li? piršt? RMK SAMPA,2.00,vnt.,2.00 vnt.,Šiauli? servisas,26.75
963524.00,2018-11-12,AKU-1824825,413337,Rato smeig? PE,10.00,vnt.,10.00 vnt.,Šiauli? servisas,55.07
963525.00,2018-11-12,AKU-1824825,016.204-00A,Spyruokl? kalad?li? gr?žinimo 26x4x237mm PE,8.00,vnt.,8.00 vnt.,Šiauli? servisas,10.17
963528.00,2018-11-18,AKU-1825431,35110120050,Kaitinimo elementas SORL,1.00,vnt.,1.00 vnt.,Šiauli? servisas,7.59
963536.00,2018-11-18,AKU-1825431,CB0164,Amortizatorius kabinos MONROE,2.00,vnt.,2.00 vnt.,Šiauli? servisas,116.55
963546.00,2018-11-14,AKU-1825087,A4719935896,+Diržas 8PK2631 MP4 AKCIJA,2.00,vnt.,2.00 vnt.,Vilniaus realizacija,117.82
963554.00,2018-11-12,AKU-1824825,19496 11230,Stabdži? kalad?li? antd?klai JURID,2.00,vnt.,2.00 vnt.,Šiauli? servisas,66.09
963555.00,2018-11-15,AKU-1825265,FIKSZIED,Fiksavimo žiedas,1.00,vnt.,1.00 vnt.,Kauno servisas,1.34
963556.00,2018-11-15,AKU-1825265,7498,Poveržl? M14 BERNER,1.00,vnt.,1.00 vnt.,Kauno servisas,0.24
963557.00,2018-11-15,AKU-1825265,500082,Greita oro jungtis met/pl. 8mm SISTEM PNEUMATICA,1.00,vnt.,1.00 vnt.,Kauno servisas,2.02
963562.00,2018-11-12,AKU-1824901,A0269976745,Riebokšlis,1.00,vnt.,1.00 vnt.,Šiauli? realizacija,3.95
963563.00,2018-11-12,AKU-1824901,A0069970690,S?varža,1.00,vnt.,1.00 vnt.,Šiauli? realizacija,1.42
963564.00,2018-11-12,AKU-1824901,A2112710180,Tarpiklis,1.00,vnt.,1.00 vnt.,Šiauli? realizacija,1.15
963565.00,2018-11-12,AKU-1824825,REST41299,Stabdži? antd?kl? kniedijimas,1.00,vnt.,1.00 vnt.,Šiauli? servisas,84.49
963566.00,2018-11-15,AKU-1825265,TEGL5FUCHS,Alyva 80W90 GL-5 FUCHS TITAN SUPERGEAR,9.00,l.,9.00 l.,Kauno servisas,24.92
963611.00,2018-11-12,AKU-1824825,81455030026,Rato veržl? M22 MAN,10.00,vnt.,10.00 vnt.,Šiauli? servisas,15.74
963636.00,2018-11-15,AKU-1825211,20050350100,Alk?ninis velenas ACTROS BF,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,1439.49
963659.00,2018-11-15,AKU-1825265,02.01.2424.22.0,Energoakumuliatorius 24/24 EBS,1.00,vnt.,1.00 vnt.,Kauno servisas,111.04
963663.00,2018-11-13,AKU-1825051,A4603525014,Išilgin?s trauk?s ?vor? (presuojama),4.00,vnt.,4.00 vnt.,Šiauli? realizacija,181.76
963664.00,2018-11-13,AKU-1825051,A4603330314,?vor? trauk?s išilgin?s priekin?s (presuojama),4.00,vnt.,4.00 vnt.,Šiauli? realizacija,173.76
963672.00,2018-11-12,AKU-1824943,ZRESTTURB,Kompresorius,1.00,vnt.,1.00 vnt.,Kauno servisas,244.46
963677.00,2018-11-12,AKU-1824943,238H16010900,Sankabos komplektas KAMAZ,1.00,vnt.,1.00 vnt.,Kauno servisas,421.20
963678.00,2018-11-12,AKU-1824943,236.1005160,Riebokšlis 140X170,2.00,vnt.,2.00 vnt.,Kauno servisas,6.38
963679.00,2018-11-12,AKU-1824943,1203009,Išmetimo sistemos vamzdis ,1.00,vnt.,1.00 vnt.,Kauno servisas,33.67
963680.00,2018-11-12,AKU-1824943,VAN70632DFF,Išmetimo vamzdis,1.00,vnt.,1.00 vnt.,Kauno servisas,76.17
963710.00,2018-11-18,AKU-1825430,A0139971447,*Alk?ninio veleno riebokšlis 402 U 120x140x13/12,1.00,vnt.,1.00 vnt.,Vilniaus servisas,37.88
963715.00,2018-11-18,AKU-1825431,HX15,Vairo stiprintuvo filtras MAHLE,1.00,vnt.,1.00 vnt.,Šiauli? servisas,3.92
963733.00,2018-11-15,AKU-1825205,A4722021119,+Gen. diržo atraminis guolis,4.00,vnt.,4.00 vnt.,Vilniaus realizacija,192.82
963735.00,2018-11-15,AKU-1825205,A4710902455,Kuro filtr? kompl. MP4,1.00,vnt.,1.00 vnt.,Vilniaus realizacija,81.77
963742.00,2018-11-13,AKU-1825041,A6288260073,?vor? lemput?s,1.00,vnt.,1.00 vnt.,Vilniaus realizacija,3.53
963759.00,2018-11-12,AKU-1824931,A932542011864,Daviklis,1.00,vnt.,1.00 vnt.,Vilniaus realizacija,382.31
963775.00,2018-11-13,AKU-1825040,A6126710210,Priekinis stiklas,1.00,vnt.,1.00 vnt.,Vilniaus realizacija,715.68
963804.00,2018-11-14,AKU-1825132,REST54088,Paruošimas dažymui. dažymas. medžiagos,1.00,vnt.,1.00 vnt.,Kauno servisas,327.47
963817.00,2018-11-14,AKU-1825082,A9425281082,Tepalo žarna,1.00,vnt.,1.00 vnt.,Kauno servisas,40.55
963837.00,2018-11-15,AKU-1825094,A0124202418,Cilindras. stabdži? pagrindinis,5.00,vnt.,5.00 vnt.,Konkurs? projektai,1898.72
963853.00,2018-11-17,AKU-1825381,DDF321,Stabdži? diskas,1.00,vnt.,1.00 vnt.,Vilniaus servisas,20.56
963854.00,2018-11-17,AKU-1825381,FDB1788,Stabdži? trinkeli? komplektas,1.00,vnt.,1.00 vnt.,Vilniaus servisas,13.28
963855.00,2018-11-17,AKU-1825381,D4-846C,Suporto rem. komplektas,2.00,vnt.,2.00 vnt.,Vilniaus servisas,15.90
963883.00,2018-11-14,AKU-1825102,A6421420481,Tarpin? išmetimo,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,4.37
963884.00,2018-11-14,AKU-1825102,A6421420580,Tarpin? išmetimo,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,1.84
963894.00,2018-11-14,AKU-1825129,A0005400882,Dangtelis ,1.00,vnt.,1.00 vnt.,Šiauli? realizacija,24.26
963903.00,2018-11-14,AKU-1825126,A9329900071,Per?jimas 45-kampu. iš 18 ? 22 mm,1.00,vnt.,1.00 vnt.,Šiauli? servisas,25.32
963904.00,2018-11-13,AKU-1825015,A9425281282,Variklio alyvos užpylimo žarna,1.00,vnt.,1.00 vnt.,Šiauli? realizacija,41.02
963922.00,2018-11-15,AKU-1825255,A9613101355,Kabinos amortizatorius gal. MP4,2.00,vnt.,2.00 vnt.,Vilniaus servisas,476.71
963947.00,2018-11-15,AKU-1825253,A0159974048,Sandarinimo žiedas 5x3,1.00,vnt.,1.00 vnt.,Kauno servisas,3.52
